_id,Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount
2190,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1572,Overtime premium pay - Uniform,96100
2191,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,3-Benefits,1765,CPP - Civilian,201500
2192,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4084,Public relations / promotions,400
2193,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1504,Regular salaries - Uniform,4511500
2194,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2083,Fingerprint supplies,107100
2195,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4516,Repairs - technical equipment,500
2196,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4970,Services & rents - general,300
2197,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4804,Wireless devices,4000
2198,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1746,EI - Civilian,19500
2199,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1551,Shift Bonus - Uniform,10400
2200,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4811,Wireless services,10500
2201,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1744,EI - Uniform,59800
2202,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4811,Wireless services,12000
2203,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2082,Health & Safety supplies,12800
2204,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1541,Statutory Holiday - Uniform,300
2205,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,7-Revenues,8017,Provincial funding - Court Services,-43810200
2206,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1776,OMERS - Civilian,123600
2207,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,1-Salaries,1533,Alternate rate - Uniform,3900
2208,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2999,Miscellaneous materials,600
2209,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,2-Premium Pay,1573,Callback premium pay - Uniform,21900
2210,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,7-Revenues,8519,Recoveries - Prisoner Return,-1050400
2211,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1773,OMERS - Uniform,736200
2212,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,1-Salaries,1505,Regular salaries - Civilian A,1383600
2213,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2081,Photo / Video in-house production supplies,29000
2214,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2080,Photo / Video supplies,17000
2215,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2010,Stationery and office supplies,32000
2216,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,5-Equipment,3980,Cameras and lenses,9400
2217,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,5-Equipment,3410,Computers - hardware,5000
2218,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,5-Equipment,3420,Computers - software,6800
2219,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,5-Equipment,3099,General equipment,3000
2220,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,5-Equipment,3983,Other photo/video equipment,5200
2221,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4230,Business travel - other expenses,600
2222,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4441,Contracted services - Cable TV,700
2223,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4815,Courier services,500
2224,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4312,Courses / seminars,2500
2225,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4860,Hazardous waste removal,7000
2226,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4659,Maintenance - computer,353500
2227,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4760,Membership fees,1000
2228,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4770,Parking expenses,200
2229,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4084,Public relations / promotions,1000
2230,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4516,Repairs - technical equipment,8000
2231,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4098,Service contracts,56400
2232,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4970,Services & rents - general,100
2233,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4804,Wireless devices,700
2234,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4811,Wireless services,15000
2235,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1533,Alternate rate - Uniform,4000
2236,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1505,Regular salaries - Civilian A,237900
2237,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1504,Regular salaries - Uniform,3726900
2238,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,169100
2239,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1552,Shift Bonus - Civilian A,900
2240,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1551,Shift Bonus - Uniform,9000
2241,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1541,Statutory Holiday - Uniform,13500
2242,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1573,Callback premium pay - Uniform,107000
2243,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1571,Court premium pay - Uniform,355400
2244,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1584,Lieutime premium pay - Civilian,1400
2245,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1574,Lieutime premium pay - Uniform,52500
2246,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1582,Overtime premium pay - Civilian,1000
2247,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1572,Overtime premium pay - Uniform,222400
2248,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1765,CPP - Civilian,11400
2249,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1764,CPP - Uniform,114000
2250,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1746,EI - Civilian,3900
2251,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1744,EI - Uniform,39000
2252,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1776,OMERS - Civilian,23300
2253,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1773,OMERS - Uniform,480400
2254,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,1-Salaries,1504,Regular salaries - Uniform,11967200
2255,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,2-Premium Pay,1571,Court premium pay - Uniform,21400
2256,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Public Safety Operations,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,96600
2257,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,2-Premium Pay,1584,Lieutime premium pay - Civilian,500
2258,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,174000
2259,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Public Safety Operations,1-Salaries,1504,Regular salaries - Uniform,649500
